ma,bb_p,bb_m,pb,sl,buf,rr,ses,f1,f2,f3,mean,min,wr,pf,trd,robust
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,1.500,hot8,-41.290,32.065,146.395,45.723,-41.290,42.206,1.065,540,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,2.000,all,195.440,16.450,-33.530,59.453,-33.530,39.058,1.045,973,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,2.000,hot8,-65.390,91.980,17.640,14.743,-65.390,36.880,1.045,522,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,3.000,all,125.780,-27.320,-168.790,-23.443,-168.790,33.632,0.986,903,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,3.000,hot8,-126.390,54.770,-119.550,-63.723,-126.390,29.708,0.945,490,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,1.500,all,70.685,-1.745,-80.755,-3.938,-80.755,41.133,0.999,1543,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,1.500,hot8,4.680,41.545,-185.225,-46.333,-185.225,40.346,0.963,751,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,2.000,all,-39.760,61.930,-39.260,-5.697,-39.760,35.341,1.007,1371,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,2.000,hot8,-131.140,81.380,-125.410,-58.390,-131.140,34.804,0.961,701,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,3.000,all,297.500,70.800,-62.780,101.840,-62.780,30.466,1.079,1214,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,3.000,hot8,-129.880,73.480,-180.970,-79.123,-180.970,27.395,0.937,647,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,1.500,all,183.740,9.120,-12.980,59.960,-12.980,42.270,1.039,1267,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,1.500,hot8,-36.165,-7.965,-46.225,-30.118,-46.225,41.321,0.964,647,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,2.000,all,189.760,49.910,30.870,90.180,30.870,37.494,1.064,1139,True
ribbon_ema55_ema100,20,1.500,5,candle,3.000,2.000,hot8,-118.220,48.150,-74.100,-48.057,-118.220,35.287,0.960,609,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,3.000,all,175.250,12.220,-25.490,53.993,-25.490,32.044,1.039,1027,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,3.000,hot8,-92.430,29.210,-155.000,-72.740,-155.000,28.470,0.930,565,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,1.500,all,120.875,-34.565,69.625,51.978,-34.565,42.720,1.025,1237,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,1.500,hot8,99.675,83.380,123.880,102.312,83.380,43.444,1.139,648,True
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,2.000,all,175.660,-35.060,25.120,55.240,-35.060,37.112,1.030,1136,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,2.000,hot8,16.650,118.160,13.460,49.423,13.460,37.040,1.089,614,True
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,3.000,all,246.760,-43.640,-54.260,49.620,-54.260,31.757,1.029,1046,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,3.000,hot8,-59.350,71.320,-121.190,-36.407,-121.190,29.713,0.982,563,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,1.500,all,158.075,-36.570,184.960,102.155,-36.570,42.869,1.055,1066,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,1.500,hot8,-7.105,2.020,198.905,64.607,-7.105,42.397,1.074,573,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,2.000,all,244.720,-1.540,-75.510,55.890,-75.510,38.441,1.039,988,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,2.000,hot8,12.000,44.380,56.860,37.747,12.000,37.576,1.053,544,True
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,3.000,all,247.390,14.720,-120.620,47.163,-120.620,33.750,1.040,915,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,3.000,hot8,10.650,22.740,-49.650,-5.420,-49.650,31.459,1.002,510,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,1.500,all,134.355,10.630,-140.255,1.577,-140.255,41.297,1.009,1045,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,1.500,hot8,20.755,62.675,-123.510,-13.360,-123.510,41.258,1.007,478,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,2.000,all,30.740,59.260,-101.270,-3.757,-101.270,35.278,1.013,998,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,2.000,hot8,-47.070,77.870,-109.770,-26.323,-109.770,34.857,0.990,463,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,3.000,all,214.110,-4.970,-54.610,51.510,-54.610,30.106,1.045,923,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,3.000,hot8,-105.050,45.960,-163.030,-74.040,-163.030,26.321,0.902,442,False
ribbon_ema55_ema100,20,2.000,3,candle,3.000,1.500,all,175.535,38.710,-20.560,64.562,-20.560,42.942,1.064,916,False
ribbon_ema55_ema100,20,2.000,3,candle,3.000,1.500,hot8,-24.840,5.090,-47.985,-22.578,-47.985,40.860,0.964,436,False
ribbon_ema55_ema100,20,2.000,3,candle,3.000,2.000,all,130.970,54.950,25.080,70.333,25.080,37.260,1.069,856,True
ribbon_ema55_ema100,20,2.000,3,candle,3.000,2.000,hot8,-101.360,50.190,-43.630,-31.600,-101.360,34.529,0.966,421,False
ribbon_ema55_ema100,20,2.000,3,candle,3.000,3.000,all,129.290,3.840,-3.900,43.077,-3.900,31.909,1.037,810,False
ribbon_ema55_ema100,20,2.000,3,candle,3.000,3.000,hot8,-138.440,33.750,-115.590,-73.427,-138.440,27.600,0.902,407,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,1.500,all,251.995,-2.790,-70.195,59.670,-70.195,43.489,1.054,943,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,1.500,hot8,69.315,97.010,-76.415,29.970,-76.415,43.252,1.098,451,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,2.000,all,111.380,17.970,-32.840,32.170,-32.840,37.606,1.031,889,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,2.000,hot8,-79.120,88.230,-129.290,-40.060,-129.290,34.641,0.977,436,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,3.000,all,213.000,-55.160,-167.150,-3.103,-167.150,31.683,0.995,838,False
ribbon_ema55_ema100,20,2.000,3,pullback,2.000,3.000,hot8,-123.470,56.630,-274.680,-113.840,-274.680,27.447,0.860,415,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,1.500,all,202.005,2.135,-29.980,58.053,-29.980,43.520,1.050,838,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,1.500,hot8,-32.000,4.070,-49.260,-25.730,-49.260,40.539,0.962,412,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,2.000,all,54.000,-13.400,-87.940,-15.780,-87.940,37.857,0.989,792,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,2.000,hot8,-124.150,35.010,-138.580,-75.907,-138.580,33.929,0.905,396,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,3.000,all,87.230,-51.310,-233.530,-65.870,-233.530,32.616,0.948,751,False
ribbon_ema55_ema100,20,2.000,3,pullback,3.000,3.000,hot8,-126.550,1.860,-249.840,-124.843,-249.840,28.416,0.829,384,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,1.500,all,156.770,10.080,-100.135,22.238,-100.135,41.327,1.023,1132,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,1.500,hot8,62.975,52.860,-145.245,-9.803,-145.245,40.977,1.012,540,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,2.000,all,-3.580,73.300,-58.090,3.877,-58.090,35.335,1.019,1060,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,2.000,hot8,-31.420,85.110,-113.770,-20.027,-113.770,34.902,1.005,520,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,3.000,all,277.430,56.190,-24.630,102.997,-24.630,30.826,1.095,974,False
ribbon_ema55_ema100,20,2.000,5,candle,2.000,3.000,hot8,-29.770,46.650,-159.880,-47.667,-159.880,26.761,0.950,487,False
ribbon_ema55_ema100,20,2.000,5,candle,3.000,1.500,all,191.875,15.410,12.725,73.337,12.725,42.835,1.060,983,True
ribbon_ema55_ema100,20,2.000,5,candle,3.000,1.500,hot8,5.135,-4.655,-51.290,-16.937,-51.290,41.247,0.975,490,False
ribbon_ema55_ema100,20,2.000,5,candle,3.000,2.000,all,183.050,73.100,88.840,114.997,73.100,38.141,1.102,904,True
ribbon_ema55_ema100,20,2.000,5,candle,3.000,2.000,hot8,-45.000,52.450,-8.500,-0.350,-45.000,35.751,1.014,468,False
ribbon_ema55_ema100,20,2.000,5,candle,3.000,3.000,all,129.400,26.010,37.090,64.167,26.010,32.427,1.055,843,True
ribbon_ema55_ema100,20,2.000,5,candle,3.000,3.000,hot8,-64.940,27.510,-86.000,-41.143,-86.000,28.292,0.949,442,False
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,1.500,all,221.490,56.080,-52.980,74.863,-52.980,43.934,1.070,979,False
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,1.500,hot8,186.305,122.265,17.090,108.553,17.090,44.578,1.215,494,True
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,2.000,all,210.980,66.100,66.420,114.500,66.100,38.461,1.100,918,True
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,2.000,hot8,56.630,142.020,-70.280,42.790,-70.280,36.365,1.118,476,False
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,3.000,all,214.630,28.620,-123.840,39.803,-123.840,32.361,1.042,867,False
ribbon_ema55_ema100,20,2.000,5,pullback,2.000,3.000,hot8,-39.940,90.750,-231.560,-60.250,-231.560,28.758,0.955,441,False
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,1.500,all,193.430,32.320,32.670,86.140,32.320,43.697,1.070,869,True
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,1.500,hot8,47.245,26.735,6.295,26.758,6.295,41.256,1.046,451,True
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,2.000,all,96.890,33.300,-28.360,33.943,-28.360,38.506,1.033,817,False
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,2.000,hot8,-13.030,43.740,-70.890,-13.393,-70.890,35.091,0.997,428,False
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,3.000,all,88.990,-17.430,-209.560,-46.000,-209.560,33.039,0.970,768,False
ribbon_ema55_ema100,20,2.000,5,pullback,3.000,3.000,hot8,-80.270,39.980,-252.780,-97.690,-252.780,29.088,0.889,409,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,1.500,all,-4.250,-20.920,-4.720,-9.963,-20.920,41.806,0.981,630,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,1.500,hot8,28.910,56.550,-112.510,-9.017,-112.510,41.779,1.032,278,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,2.000,all,-53.720,7.990,18.280,-9.150,-53.720,35.649,0.989,616,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,2.000,hot8,-60.110,91.570,-93.460,-20.667,-93.460,34.650,1.017,272,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,3.000,all,45.220,-24.110,40.300,20.470,-24.110,30.535,1.019,586,False
ribbon_ema55_ema100,20,2.500,3,candle,2.000,3.000,hot8,-105.800,53.870,-113.870,-55.267,-113.870,26.716,0.898,263,False
ribbon_ema55_ema100,20,2.500,3,candle,3.000,1.500,all,126.325,19.715,27.315,57.785,19.715,44.225,1.086,587,True
ribbon_ema55_ema100,20,2.500,3,candle,3.000,1.500,hot8,48.820,50.865,-76.065,7.873,-76.065,42.083,1.060,264,False
ribbon_ema55_ema100,20,2.500,3,candle,3.000,2.000,all,52.090,52.270,81.200,61.853,52.090,38.058,1.088,568,True
ribbon_ema55_ema100,20,2.500,3,candle,3.000,2.000,hot8,-52.320,69.900,-65.850,-16.090,-65.850,34.152,0.997,258,False
ribbon_ema55_ema100,20,2.500,3,candle,3.000,3.000,all,91.800,-0.730,45.560,45.543,-0.730,33.199,1.055,541,False
ribbon_ema55_ema100,20,2.500,3,candle,3.000,3.000,hot8,-117.340,48.120,-92.880,-54.033,-117.340,27.955,0.896,250,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,1.500,all,96.490,-65.255,30.140,20.458,-65.255,43.273,1.016,594,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,1.500,hot8,119.540,60.450,-141.700,12.763,-141.700,42.674,1.118,272,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,2.000,all,-13.500,-23.960,24.690,-4.257,-23.960,37.453,0.988,573,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,2.000,hot8,-43.650,101.320,-140.220,-27.517,-140.220,34.655,1.012,263,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,3.000,all,98.070,-84.510,-90.580,-25.673,-90.580,32.303,0.957,544,False
ribbon_ema55_ema100,20,2.500,3,pullback,2.000,3.000,hot8,-67.320,37.080,-203.560,-77.933,-203.560,27.859,0.851,255,False
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,1.500,all,156.800,-7.310,67.710,72.400,-7.310,45.146,1.093,552,False
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,1.500,hot8,31.315,48.160,-102.885,-7.803,-102.885,40.962,1.019,254,False
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,2.000,all,24.940,12.930,5.510,14.460,5.510,39.048,1.020,535,True
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,2.000,hot8,-79.240,50.970,-95.820,-41.363,-95.820,34.200,0.935,246,False
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,3.000,all,130.440,-26.740,-147.690,-14.663,-147.690,34.403,0.988,509,False
ribbon_ema55_ema100,20,2.500,3,pullback,3.000,3.000,hot8,-83.020,36.590,-167.110,-71.180,-167.110,29.311,0.868,242,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,1.500,all,14.650,-14.540,-18.710,-6.200,-18.710,41.541,0.989,690,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,1.500,hot8,28.225,60.105,-168.670,-26.780,-168.670,40.396,0.994,310,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,2.000,all,-62.320,26.870,8.550,-8.967,-62.320,35.420,0.996,661,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,2.000,hot8,-69.900,95.520,-142.110,-38.830,-142.110,33.484,0.983,300,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,3.000,all,75.560,-28.720,31.430,26.090,-28.720,30.368,1.024,613,False
ribbon_ema55_ema100,20,2.500,5,candle,2.000,3.000,hot8,-123.190,48.250,-146.460,-73.800,-146.460,25.847,0.862,284,False
ribbon_ema55_ema100,20,2.500,5,candle,3.000,1.500,all,122.010,24.875,6.765,51.217,6.765,43.896,1.074,624,True
ribbon_ema55_ema100,20,2.500,5,candle,3.000,1.500,hot8,11.350,60.040,-123.670,-17.427,-123.670,40.716,1.001,288,False
ribbon_ema55_ema100,20,2.500,5,candle,3.000,2.000,all,70.050,40.660,73.260,61.323,40.660,37.876,1.082,592,True
ribbon_ema55_ema100,20,2.500,5,candle,3.000,2.000,hot8,-79.290,70.650,-95.080,-34.573,-95.080,33.276,0.957,277,False
ribbon_ema55_ema100,20,2.500,5,candle,3.000,3.000,all,91.760,-16.210,36.440,37.330,-16.210,33.017,1.040,562,False
ribbon_ema55_ema100,20,2.500,5,candle,3.000,3.000,hot8,-144.900,49.400,-117.360,-70.953,-144.900,26.960,0.869,267,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,1.500,all,134.370,-46.965,10.640,32.682,-46.965,43.565,1.033,627,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,1.500,hot8,64.935,71.715,-82.780,17.957,-82.780,42.955,1.103,291,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,2.000,all,36.500,-23.490,-34.530,-7.173,-34.530,37.380,0.989,596,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,2.000,hot8,-41.180,131.000,-135.610,-15.263,-135.610,35.312,1.065,280,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,3.000,all,106.630,-93.620,-111.810,-32.933,-111.810,32.237,0.949,564,False
ribbon_ema55_ema100,20,2.500,5,pullback,2.000,3.000,hot8,-98.780,59.490,-204.050,-81.113,-204.050,27.574,0.867,268,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,1.500,all,214.345,-2.325,53.205,88.408,-2.325,45.044,1.112,571,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,1.500,hot8,-10.760,83.100,-69.410,0.977,-69.410,41.191,1.053,272,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,2.000,all,89.870,8.130,-52.310,15.230,-52.310,39.180,1.026,549,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,2.000,hot8,-83.910,79.270,-105.770,-36.803,-105.770,34.267,0.970,260,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,3.000,all,162.000,-36.420,-179.340,-17.920,-179.340,34.393,0.987,524,False
ribbon_ema55_ema100,20,2.500,5,pullback,3.000,3.000,hot8,-118.370,76.880,-206.160,-82.550,-206.160,28.855,0.883,256,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,1.500,all,185.030,-55.185,-17.770,37.358,-55.185,41.670,1.023,1107,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,1.500,hot8,109.515,48.935,-111.755,15.565,-111.755,42.010,1.059,541,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,2.000,all,75.540,-8.250,71.310,46.200,-8.250,36.089,1.034,1019,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,2.000,hot8,-6.190,72.230,-48.390,5.883,-48.390,36.187,1.045,509,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,3.000,all,189.730,-48.330,138.580,93.327,-48.330,30.438,1.064,943,False
ribbon_ema55_ema100,30,1.500,3,candle,2.000,3.000,hot8,-92.640,114.830,-135.800,-37.870,-135.800,28.473,1.009,479,False
ribbon_ema55_ema100,30,1.500,3,candle,3.000,1.500,all,272.190,18.460,86.325,125.658,18.460,44.162,1.109,919,True
ribbon_ema55_ema100,30,1.500,3,candle,3.000,1.500,hot8,104.990,54.385,-27.740,43.878,-27.740,44.002,1.101,473,False
ribbon_ema55_ema100,30,1.500,3,candle,3.000,2.000,all,99.870,17.300,215.790,110.987,17.300,38.024,1.091,852,True
ribbon_ema55_ema100,30,1.500,3,candle,3.000,2.000,hot8,-49.060,128.100,-49.790,9.750,-49.790,37.222,1.071,451,False
ribbon_ema55_ema100,30,1.500,3,candle,3.000,3.000,all,70.280,-71.170,181.840,60.317,-71.170,32.307,1.031,801,False
ribbon_ema55_ema100,30,1.500,3,candle,3.000,3.000,hot8,-97.010,91.980,-135.910,-46.980,-135.910,29.550,0.977,426,False
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,1.500,all,243.965,-97.030,120.850,89.262,-97.030,43.374,1.056,954,False
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,1.500,hot8,205.215,60.380,76.710,114.102,60.380,44.789,1.206,492,True
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,2.000,all,146.370,-22.300,206.980,110.350,-22.300,38.237,1.082,887,False
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,2.000,hot8,2.310,86.900,57.470,48.893,2.310,37.789,1.106,467,True
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,3.000,all,181.230,-39.290,110.760,84.233,-39.290,32.622,1.061,836,False
ribbon_ema55_ema100,30,1.500,3,pullback,2.000,3.000,hot8,-29.580,108.440,-123.550,-14.897,-123.550,30.575,1.031,438,False
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,1.500,all,234.015,9.980,144.900,129.632,9.980,45.022,1.107,827,True
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,1.500,hot8,76.975,73.475,91.355,80.602,73.475,44.561,1.151,441,True
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,2.000,all,156.280,-2.670,137.070,96.893,-2.670,39.163,1.077,781,False
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,2.000,hot8,-23.220,109.640,-2.100,28.107,-23.220,38.069,1.088,421,False
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,3.000,all,36.100,-86.090,-19.930,-23.307,-86.090,33.211,0.967,743,False
ribbon_ema55_ema100,30,1.500,3,pullback,3.000,3.000,hot8,-87.600,57.380,-115.100,-48.440,-115.100,31.160,0.962,399,False
ribbon_ema55_ema100,30,1.500,5,candle,2.000,1.500,all,132.920,-59.140,-50.570,7.737,-59.140,41.256,0.998,1211,False
ribbon_ema55_ema100,30,1.500,5,candle,2.000,1.500,hot8,79.620,28.255,-150.815,-14.313,-150.815,40.875,0.999,599,False
ribbon_ema55_ema100,30,1.500,5,candle,2.000,2.000,all,29.900,15.220,101.080,48.733,15.220,36.023,1.037,1094,True
ribbon_ema55_ema100,30,1.500,5,candle,2.000,2.000,hot8,-46.810,68.200,-64.660,-14.423,-64.660,35.363,1.008,554,False
ribbon_ema55_ema100,30,1.500,5,candle,2.000,3.000,all,190.760,-62.810,84.000,70.650,-62.810,29.990,1.043,990,False
ribbon_ema55_ema100,30,1.500,5,candle,2.000,3.000,hot8,-88.730,99.310,-127.560,-38.993,-127.560,28.218,0.993,513,False
ribbon_ema55_ema100,30,1.500,5,candle,3.000,1.500,all,242.110,-14.555,93.230,106.928,-14.555,43.508,1.078,1007,False
ribbon_ema55_ema100,30,1.500,5,candle,3.000,1.500,hot8,77.225,41.750,-43.390,25.195,-43.390,43.020,1.056,520,False
ribbon_ema55_ema100,30,1.500,5,candle,3.000,2.000,all,119.940,5.660,244.310,123.303,5.660,38.022,1.092,914,True
ribbon_ema55_ema100,30,1.500,5,candle,3.000,2.000,hot8,-46.790,102.390,-67.000,-3.800,-67.000,36.434,1.034,487,False
ribbon_ema55_ema100,30,1.500,5,candle,3.000,3.000,all,63.140,-79.290,187.110,56.987,-79.290,32.064,1.027,843,False
ribbon_ema55_ema100,30,1.500,5,candle,3.000,3.000,hot8,-104.120,76.520,-123.670,-50.423,-123.670,29.026,0.963,456,False
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,1.500,all,185.690,-167.595,57.250,25.115,-167.595,42.455,0.996,979,False
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,1.500,hot8,170.950,43.090,99.100,104.380,43.090,44.194,1.162,517,True
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,2.000,all,178.290,-65.810,187.000,99.827,-65.810,37.905,1.066,910,False
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,2.000,hot8,34.280,76.450,33.260,47.997,33.260,37.857,1.094,485,True
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,3.000,all,240.380,-136.190,117.280,73.823,-136.190,32.709,1.040,860,False
ribbon_ema55_ema100,30,1.500,5,pullback,2.000,3.000,hot8,-24.140,96.020,-77.490,-1.870,-77.490,31.221,1.038,451,False
