ma,bb_p,bb_m,pb,sl,buf,rr,ses,f1,f2,f3,mean,min,wr,pf,trd,robust
ribbon_only,20,2.500,3,candle,3.000,2.000,hot8,-23.890,17.740,-30.230,-12.127,-30.230,34.240,0.971,208,False
ribbon_only,20,2.500,3,candle,3.000,3.000,all,112.250,-7.950,-62.090,14.070,-62.090,32.785,1.031,439,False
ribbon_only,20,2.500,3,candle,3.000,3.000,hot8,-51.630,-0.850,-55.870,-36.117,-55.870,27.814,0.892,202,False
ribbon_only,20,2.500,3,pullback,2.000,1.500,all,108.820,-69.940,-48.150,-3.090,-69.940,42.992,0.993,480,False
ribbon_only,20,2.500,3,pullback,2.000,1.500,hot8,93.645,10.150,-97.300,2.165,-97.300,41.453,1.050,218,False
ribbon_only,20,2.500,3,pullback,2.000,2.000,all,-6.570,3.320,-30.780,-11.343,-30.780,37.431,0.985,464,False
ribbon_only,20,2.500,3,pullback,2.000,2.000,hot8,-39.530,62.930,-86.330,-20.977,-86.330,34.408,0.995,211,False
ribbon_only,20,2.500,3,pullback,2.000,3.000,all,84.220,-78.610,-94.830,-29.740,-94.830,31.847,0.948,447,False
ribbon_only,20,2.500,3,pullback,2.000,3.000,hot8,-24.360,9.300,-149.300,-54.787,-149.300,27.543,0.857,205,False
ribbon_only,20,2.500,3,pullback,3.000,1.500,all,121.755,-10.070,33.495,48.393,-10.070,45.388,1.081,450,False
ribbon_only,20,2.500,3,pullback,3.000,1.500,hot8,19.545,2.180,-48.655,-8.977,-48.655,40.629,0.978,207,False
ribbon_only,20,2.500,3,pullback,3.000,2.000,all,42.420,-1.740,-13.560,9.040,-13.560,39.398,1.016,435,False
ribbon_only,20,2.500,3,pullback,3.000,2.000,hot8,-65.540,10.250,-56.840,-37.377,-65.540,33.598,0.898,200,False
ribbon_only,20,2.500,3,pullback,3.000,3.000,all,180.710,-40.090,-105.320,11.767,-105.320,35.194,1.027,416,False
ribbon_only,20,2.500,3,pullback,3.000,3.000,hot8,-3.940,8.810,-134.500,-43.210,-134.500,29.053,0.894,197,False
ribbon_only,20,2.500,5,candle,2.000,1.500,all,36.565,-60.535,-116.820,-46.930,-116.820,40.680,0.921,569,False
ribbon_only,20,2.500,5,candle,2.000,1.500,hot8,51.940,-4.155,-147.570,-33.262,-147.570,39.070,0.918,251,False
ribbon_only,20,2.500,5,candle,2.000,2.000,all,-51.430,-13.680,-20.180,-28.430,-51.430,35.181,0.954,547,False
ribbon_only,20,2.500,5,candle,2.000,2.000,hot8,-56.100,25.580,-112.840,-47.787,-112.840,32.359,0.881,245,False
ribbon_only,20,2.500,5,candle,2.000,3.000,all,20.040,-52.850,19.490,-4.440,-52.850,29.815,0.980,511,False
ribbon_only,20,2.500,5,candle,2.000,3.000,hot8,-102.650,-16.200,-111.500,-76.783,-111.500,24.811,0.771,231,False
ribbon_only,20,2.500,5,candle,3.000,1.500,all,121.625,6.860,-66.895,20.530,-66.895,43.241,1.044,520,False
ribbon_only,20,2.500,5,candle,3.000,1.500,hot8,39.750,-6.675,-101.785,-22.903,-101.785,39.710,0.943,237,False
ribbon_only,20,2.500,5,candle,3.000,2.000,all,64.120,16.000,-0.750,26.457,-0.750,37.470,1.044,493,False
ribbon_only,20,2.500,5,candle,3.000,2.000,hot8,-79.800,-7.620,-66.100,-51.173,-79.800,31.786,0.853,227,False
ribbon_only,20,2.500,5,candle,3.000,3.000,all,104.120,-40.300,-56.670,2.383,-56.670,32.441,1.003,471,False
ribbon_only,20,2.500,5,candle,3.000,3.000,hot8,-105.430,-25.730,-74.460,-68.540,-105.430,26.062,0.801,219,False
ribbon_only,20,2.500,5,pullback,2.000,1.500,all,229.085,-53.090,-93.995,27.333,-93.995,43.479,1.052,516,False
ribbon_only,20,2.500,5,pullback,2.000,1.500,hot8,142.135,2.610,-102.500,14.082,-102.500,41.214,1.078,238,False
ribbon_only,20,2.500,5,pullback,2.000,2.000,all,158.330,24.480,-80.930,33.960,-80.930,38.030,1.068,494,False
ribbon_only,20,2.500,5,pullback,2.000,2.000,hot8,59.860,70.160,-122.390,2.543,-122.390,34.639,1.078,229,False
ribbon_only,20,2.500,5,pullback,2.000,3.000,all,117.320,-53.550,-165.060,-33.763,-165.060,32.245,0.953,473,False
ribbon_only,20,2.500,5,pullback,2.000,3.000,hot8,-41.960,11.440,-172.160,-67.560,-172.160,27.019,0.832,219,False
ribbon_only,20,2.500,5,pullback,3.000,1.500,all,257.870,11.385,7.600,92.285,7.600,45.608,1.156,479,True
ribbon_only,20,2.500,5,pullback,3.000,1.500,hot8,55.980,15.315,-66.385,1.637,-66.385,40.344,1.020,226,False
ribbon_only,20,2.500,5,pullback,3.000,2.000,all,163.430,21.400,-103.580,27.083,-103.580,39.770,1.063,460,False
ribbon_only,20,2.500,5,pullback,3.000,2.000,hot8,-49.710,18.260,-93.730,-41.727,-93.730,33.055,0.902,215,False
ribbon_only,20,2.500,5,pullback,3.000,3.000,all,232.560,-13.810,-196.800,7.317,-196.800,35.309,1.037,441,False
ribbon_only,20,2.500,5,pullback,3.000,3.000,hot8,-47.350,24.830,-171.390,-64.637,-171.390,28.310,0.858,212,False
ribbon_only,30,1.500,3,candle,2.000,1.500,all,255.045,-50.555,31.245,78.578,-50.555,43.886,1.080,894,False
ribbon_only,30,1.500,3,candle,2.000,1.500,hot8,182.955,-5.045,13.675,63.862,-5.045,44.563,1.170,421,False
ribbon_only,30,1.500,3,candle,2.000,2.000,all,122.320,34.480,161.760,106.187,34.480,38.588,1.113,831,True
ribbon_only,30,1.500,3,candle,2.000,2.000,hot8,64.580,34.440,107.520,68.847,34.440,39.027,1.160,400,True
ribbon_only,30,1.500,3,candle,2.000,3.000,all,360.560,10.740,275.600,215.633,10.740,33.393,1.226,768,True
ribbon_only,30,1.500,3,candle,2.000,3.000,hot8,41.980,58.400,31.400,43.927,31.400,30.781,1.118,377,True
ribbon_only,30,1.500,3,candle,3.000,1.500,all,323.525,-13.575,171.395,160.448,-13.575,45.773,1.169,766,False
ribbon_only,30,1.500,3,candle,3.000,1.500,hot8,124.245,1.595,120.725,82.188,1.595,45.546,1.179,377,True
ribbon_only,30,1.500,3,candle,3.000,2.000,all,263.440,6.130,321.970,197.180,6.130,40.715,1.205,714,True
ribbon_only,30,1.500,3,candle,3.000,2.000,hot8,30.510,48.840,140.710,73.353,30.510,39.303,1.159,362,True
ribbon_only,30,1.500,3,candle,3.000,3.000,all,291.780,-12.900,275.580,184.820,-12.900,35.344,1.189,667,False
ribbon_only,30,1.500,3,candle,3.000,3.000,hot8,-0.950,9.590,29.540,12.727,-0.950,30.562,1.026,339,False
ribbon_only,30,1.500,3,pullback,2.000,1.500,all,375.965,-49.720,257.085,194.443,-49.720,46.216,1.190,782,False
ribbon_only,30,1.500,3,pullback,2.000,1.500,hot8,222.505,57.790,178.335,152.877,57.790,46.753,1.355,384,True
ribbon_only,30,1.500,3,pullback,2.000,2.000,all,262.590,49.560,326.200,212.783,49.560,41.463,1.221,731,True
ribbon_only,30,1.500,3,pullback,2.000,2.000,hot8,65.510,77.250,176.260,106.340,65.510,39.549,1.233,370,True
ribbon_only,30,1.500,3,pullback,2.000,3.000,all,386.510,35.490,274.940,232.313,35.490,36.070,1.245,686,True
ribbon_only,30,1.500,3,pullback,2.000,3.000,hot8,109.950,110.080,22.100,80.710,22.100,33.081,1.214,351,True
ribbon_only,30,1.500,3,pullback,3.000,1.500,all,245.160,45.790,301.270,197.407,45.790,47.788,1.205,688,True
ribbon_only,30,1.500,3,pullback,3.000,1.500,hot8,79.585,27.590,192.000,99.725,27.590,45.806,1.200,349,True
ribbon_only,30,1.500,3,pullback,3.000,2.000,all,345.130,29.660,333.370,236.053,29.660,43.049,1.246,651,True
ribbon_only,30,1.500,3,pullback,3.000,2.000,hot8,50.420,58.380,146.210,85.003,50.420,40.031,1.178,334,True
ribbon_only,30,1.500,3,pullback,3.000,3.000,all,286.830,35.470,221.410,181.237,35.470,37.553,1.189,618,True
ribbon_only,30,1.500,3,pullback,3.000,3.000,hot8,75.030,21.200,26.210,40.813,21.200,33.409,1.086,317,True
ribbon_only,30,1.500,5,candle,2.000,1.500,all,186.360,-56.920,-77.895,17.182,-77.895,42.558,1.012,1013,False
ribbon_only,30,1.500,5,candle,2.000,1.500,hot8,131.995,-29.085,-61.425,13.828,-61.425,42.226,1.033,482,False
ribbon_only,30,1.500,5,candle,2.000,2.000,all,79.510,49.460,115.570,81.513,49.460,37.866,1.082,925,True
ribbon_only,30,1.500,5,candle,2.000,2.000,hot8,10.900,18.650,42.100,23.883,10.900,37.037,1.049,451,True
ribbon_only,30,1.500,5,candle,2.000,3.000,all,359.050,-29.930,172.450,167.190,-29.930,32.038,1.155,835,False
ribbon_only,30,1.500,5,candle,2.000,3.000,hot8,18.070,27.260,-2.150,14.393,-2.150,29.369,1.038,418,False
ribbon_only,30,1.500,5,candle,3.000,1.500,all,281.185,-16.875,112.760,125.690,-16.875,44.825,1.115,868,False
ribbon_only,30,1.500,5,candle,3.000,1.500,hot8,88.760,-28.210,55.015,38.522,-28.210,43.412,1.066,430,False
ribbon_only,30,1.500,5,candle,3.000,2.000,all,280.980,-17.630,262.220,175.190,-17.630,39.843,1.160,790,False
ribbon_only,30,1.500,5,candle,3.000,2.000,hot8,5.290,3.530,60.950,23.257,3.530,36.982,1.038,406,True
ribbon_only,30,1.500,5,candle,3.000,3.000,all,224.120,-58.080,221.120,129.053,-58.080,33.889,1.111,728,False
ribbon_only,30,1.500,5,candle,3.000,3.000,hot8,-24.260,-30.330,2.340,-17.417,-30.330,29.098,0.960,376,False
ribbon_only,30,1.500,5,pullback,2.000,1.500,all,242.860,-81.185,107.495,89.723,-81.185,44.538,1.066,810,False
ribbon_only,30,1.500,5,pullback,2.000,1.500,hot8,217.815,55.185,139.735,137.578,55.185,46.131,1.274,413,True
ribbon_only,30,1.500,5,pullback,2.000,2.000,all,262.820,-17.740,222.750,155.943,-17.740,40.779,1.137,763,False
ribbon_only,30,1.500,5,pullback,2.000,2.000,hot8,93.990,55.660,143.400,97.683,55.660,39.809,1.185,395,True
ribbon_only,30,1.500,5,pullback,2.000,3.000,all,343.770,-36.140,200.700,169.443,-36.140,35.927,1.154,714,False
ribbon_only,30,1.500,5,pullback,2.000,3.000,hot8,95.280,93.270,51.670,80.073,51.670,33.904,1.182,368,True
ribbon_only,30,1.500,5,pullback,3.000,1.500,all,245.940,-16.040,215.400,148.433,-16.040,46.189,1.127,729,False
ribbon_only,30,1.500,5,pullback,3.000,1.500,hot8,97.160,-8.015,179.440,89.528,-8.015,44.681,1.144,378,False
ribbon_only,30,1.500,5,pullback,3.000,2.000,all,422.790,-45.540,181.720,186.323,-45.540,42.132,1.168,689,False
ribbon_only,30,1.500,5,pullback,3.000,2.000,hot8,89.920,32.320,78.360,66.867,32.320,39.769,1.126,354,True
ribbon_only,30,1.500,5,pullback,3.000,3.000,all,254.680,-57.940,197.750,131.497,-57.940,37.038,1.110,645,False
ribbon_only,30,1.500,5,pullback,3.000,3.000,hot8,77.590,-3.200,53.970,42.787,-3.200,34.375,1.071,337,False
ribbon_only,30,2.000,3,candle,2.000,1.500,all,166.940,6.305,31.830,68.358,6.305,44.653,1.128,593,True
ribbon_only,30,2.000,3,candle,2.000,1.500,hot8,90.135,41.105,24.630,51.957,24.630,45.500,1.231,270,True
ribbon_only,30,2.000,3,candle,2.000,2.000,all,121.940,82.600,142.830,115.790,82.600,39.870,1.201,565,True
ribbon_only,30,2.000,3,candle,2.000,2.000,hot8,44.340,81.700,48.790,58.277,44.340,39.453,1.253,260,True
ribbon_only,30,2.000,3,candle,2.000,3.000,all,165.080,43.350,248.040,152.157,43.350,33.936,1.241,531,True
ribbon_only,30,2.000,3,candle,2.000,3.000,hot8,-24.940,90.360,20.530,28.650,-24.940,30.536,1.153,250,False
ribbon_only,30,2.000,3,candle,3.000,1.500,all,207.190,56.865,109.645,124.567,56.865,46.082,1.219,533,True
ribbon_only,30,2.000,3,candle,3.000,1.500,hot8,40.780,57.205,72.515,56.833,40.780,45.754,1.216,248,True
ribbon_only,30,2.000,3,candle,3.000,2.000,all,95.580,77.010,206.290,126.293,77.010,39.972,1.199,502,True
ribbon_only,30,2.000,3,candle,3.000,2.000,hot8,-38.910,104.900,60.900,42.297,-38.910,38.593,1.191,239,False
ribbon_only,30,2.000,3,candle,3.000,3.000,all,121.350,42.520,210.970,124.947,42.520,35.423,1.185,487,True
ribbon_only,30,2.000,3,candle,3.000,3.000,hot8,-58.100,106.370,5.850,18.040,-58.100,31.570,1.123,233,False
ribbon_only,30,2.000,3,pullback,2.000,1.500,all,192.895,-28.660,160.295,108.177,-28.660,45.723,1.160,542,False
ribbon_only,30,2.000,3,pullback,2.000,1.500,hot8,49.345,71.835,103.075,74.752,49.345,45.764,1.267,255,True
ribbon_only,30,2.000,3,pullback,2.000,2.000,all,119.210,54.770,189.140,121.040,54.770,40.801,1.182,517,True
ribbon_only,30,2.000,3,pullback,2.000,2.000,hot8,5.540,111.130,27.650,48.107,5.540,38.328,1.219,248,True
ribbon_only,30,2.000,3,pullback,2.000,3.000,all,234.660,25.480,203.060,154.400,25.480,36.360,1.234,493,True
ribbon_only,30,2.000,3,pullback,2.000,3.000,hot8,6.300,108.210,-62.970,17.180,-62.970,31.213,1.141,240,False
ribbon_only,30,2.000,3,pullback,3.000,1.500,all,164.460,65.015,157.995,129.157,65.015,47.086,1.204,491,True
ribbon_only,30,2.000,3,pullback,3.000,1.500,hot8,-12.140,110.280,115.615,71.252,-12.140,46.111,1.285,236,False
ribbon_only,30,2.000,3,pullback,3.000,2.000,all,146.460,54.990,161.070,120.840,54.990,41.454,1.182,468,True
ribbon_only,30,2.000,3,pullback,3.000,2.000,hot8,-55.600,136.020,7.720,29.380,-55.600,38.239,1.200,228,False
ribbon_only,30,2.000,3,pullback,3.000,3.000,all,181.490,58.390,93.920,111.267,58.390,37.491,1.171,456,True
ribbon_only,30,2.000,3,pullback,3.000,3.000,hot8,-30.360,137.080,-76.470,10.083,-76.470,32.955,1.160,223,False
ribbon_only,30,2.000,5,candle,2.000,1.500,all,143.135,-26.910,16.290,44.172,-26.910,43.278,1.063,676,False
ribbon_only,30,2.000,5,candle,2.000,1.500,hot8,70.690,1.485,5.075,25.750,1.485,43.143,1.093,308,True
ribbon_only,30,2.000,5,candle,2.000,2.000,all,133.060,60.930,138.110,110.700,60.930,39.345,1.166,631,True
ribbon_only,30,2.000,5,candle,2.000,2.000,hot8,30.570,43.530,63.470,45.857,30.570,38.064,1.149,292,True
ribbon_only,30,2.000,5,candle,2.000,3.000,all,251.620,18.630,237.230,169.160,18.630,33.820,1.244,581,True
ribbon_only,30,2.000,5,candle,2.000,3.000,hot8,-8.680,49.660,60.620,33.867,-8.680,30.434,1.110,276,False
ribbon_only,30,2.000,5,candle,3.000,1.500,all,219.360,26.040,111.910,119.103,26.040,45.308,1.172,601,True
ribbon_only,30,2.000,5,candle,3.000,1.500,hot8,26.915,20.150,89.640,45.568,20.150,44.652,1.129,280,True
ribbon_only,30,2.000,5,candle,3.000,2.000,all,140.560,36.580,219.360,132.167,36.580,39.773,1.178,557,True
ribbon_only,30,2.000,5,candle,3.000,2.000,hot8,-28.370,61.400,92.240,41.757,-28.370,38.298,1.128,266,False
ribbon_only,30,2.000,5,candle,3.000,3.000,all,171.140,8.890,237.930,139.320,8.890,35.490,1.182,534,True
ribbon_only,30,2.000,5,candle,3.000,3.000,hot8,-39.920,62.610,84.270,35.653,-39.920,31.801,1.114,255,False
ribbon_only,30,2.000,5,pullback,2.000,1.500,all,218.180,35.330,137.455,130.322,35.330,46.550,1.175,581,True
ribbon_only,30,2.000,5,pullback,2.000,1.500,hot8,69.970,84.900,125.055,93.308,69.970,45.967,1.290,280,True
ribbon_only,30,2.000,5,pullback,2.000,2.000,all,287.890,88.060,288.080,221.343,88.060,43.200,1.308,557,True
ribbon_only,30,2.000,5,pullback,2.000,2.000,hot8,66.110,111.760,86.500,88.123,66.110,39.915,1.292,270,True
ribbon_only,30,2.000,5,pullback,2.000,3.000,all,282.170,54.170,248.720,195.020,54.170,37.906,1.275,523,True
ribbon_only,30,2.000,5,pullback,2.000,3.000,hot8,4.140,101.490,32.570,46.067,4.140,32.718,1.178,255,True
ribbon_only,30,2.000,5,pullback,3.000,1.500,all,265.035,83.670,228.805,192.503,83.670,47.831,1.262,539,True
ribbon_only,30,2.000,5,pullback,3.000,1.500,hot8,29.595,100.695,159.625,96.638,29.595,46.112,1.295,262,True
ribbon_only,30,2.000,5,pullback,3.000,2.000,all,301.350,46.030,183.880,177.087,46.030,42.369,1.240,507,True
ribbon_only,30,2.000,5,pullback,3.000,2.000,hot8,-0.270,109.590,66.740,58.687,-0.270,39.413,1.213,246,False
ribbon_only,30,2.000,5,pullback,3.000,3.000,all,246.790,44.650,124.740,138.727,44.650,38.310,1.188,490,True
ribbon_only,30,2.000,5,pullback,3.000,3.000,hot8,-11.700,107.340,39.960,45.200,-11.700,34.617,1.178,240,False
ribbon_only,30,2.500,3,candle,2.000,1.500,all,63.195,-49.190,23.855,12.620,-49.190,43.301,1.026,345,False
ribbon_only,30,2.500,3,candle,2.000,1.500,hot8,-10.885,7.950,-12.480,-5.138,-12.480,42.352,0.979,159,False
ribbon_only,30,2.500,3,candle,2.000,2.000,all,10.840,-16.460,62.340,18.907,-16.460,37.259,1.036,338,False
ribbon_only,30,2.500,3,candle,2.000,2.000,hot8,-50.680,38.000,-7.980,-6.887,-50.680,35.101,0.998,156,False
ribbon_only,30,2.500,3,candle,2.000,3.000,all,20.390,-28.830,116.490,36.017,-28.830,31.623,1.070,328,False
ribbon_only,30,2.500,3,candle,2.000,3.000,hot8,-83.900,38.680,-27.450,-24.223,-83.900,27.618,0.924,154,False
ribbon_only,30,2.500,3,candle,3.000,1.500,all,138.595,-44.030,105.875,66.813,-44.030,44.671,1.166,324,False
ribbon_only,30,2.500,3,candle,3.000,1.500,hot8,-24.505,25.545,38.390,13.143,-24.505,43.081,1.077,151,False
ribbon_only,30,2.500,3,candle,3.000,2.000,all,23.260,1.420,124.730,49.803,1.420,37.528,1.108,314,True
ribbon_only,30,2.500,3,candle,3.000,2.000,hot8,-77.650,74.230,22.960,6.513,-77.650,35.678,1.097,148,False
ribbon_only,30,2.500,3,candle,3.000,3.000,all,62.200,-36.730,95.790,40.420,-36.730,33.208,1.077,310,False
ribbon_only,30,2.500,3,candle,3.000,3.000,hot8,-105.370,53.420,11.170,-13.593,-105.370,29.272,0.985,146,False
ribbon_only,30,2.500,3,pullback,2.000,1.500,all,73.895,-84.045,124.800,38.217,-84.045,44.717,1.073,324,False
ribbon_only,30,2.500,3,pullback,2.000,1.500,hot8,-36.530,26.130,31.205,6.935,-36.530,41.885,1.048,153,False
ribbon_only,30,2.500,3,pullback,2.000,2.000,all,3.730,-60.570,146.070,29.743,-60.570,38.481,1.042,317,False
ribbon_only,30,2.500,3,pullback,2.000,2.000,hot8,-71.930,58.390,-3.300,-5.613,-71.930,34.548,1.032,151,False
ribbon_only,30,2.500,3,pullback,2.000,3.000,all,48.390,-102.670,82.650,9.457,-102.670,33.401,0.993,308,False
ribbon_only,30,2.500,3,pullback,2.000,3.000,hot8,-83.700,32.760,-90.130,-47.023,-90.130,27.561,0.855,149,False
ribbon_only,30,2.500,3,pullback,3.000,1.500,all,48.015,-55.925,166.660,52.917,-55.925,44.916,1.100,304,False
ribbon_only,30,2.500,3,pullback,3.000,1.500,hot8,-81.265,39.240,72.635,10.203,-81.265,41.484,1.078,147,False
ribbon_only,30,2.500,3,pullback,3.000,2.000,all,32.260,-52.070,146.230,42.140,-52.070,39.421,1.066,299,False
ribbon_only,30,2.500,3,pullback,3.000,2.000,hot8,-87.550,65.150,17.100,-1.767,-87.550,35.547,1.057,144,False
ribbon_only,30,2.500,3,pullback,3.000,3.000,all,78.950,-82.170,63.340,20.040,-82.170,35.842,1.019,293,False
ribbon_only,30,2.500,3,pullback,3.000,3.000,hot8,-101.700,52.510,-41.700,-30.297,-101.700,31.145,0.944,142,False
ribbon_only,30,2.500,5,candle,2.000,1.500,all,72.375,-53.030,9.690,9.678,-53.030,42.705,1.014,401,False
ribbon_only,30,2.500,5,candle,2.000,1.500,hot8,1.930,-14.810,-8.855,-7.245,-14.810,41.602,0.963,187,False
ribbon_only,30,2.500,5,candle,2.000,2.000,all,-5.700,-15.380,62.330,13.750,-15.380,37.008,1.019,386,False
ribbon_only,30,2.500,5,candle,2.000,2.000,hot8,-33.880,22.810,8.480,-0.863,-33.880,35.371,1.000,183,False
ribbon_only,30,2.500,5,candle,2.000,3.000,all,32.290,-18.080,151.070,55.093,-18.080,32.248,1.106,365,False
ribbon_only,30,2.500,5,candle,2.000,3.000,hot8,-79.110,24.030,19.380,-11.900,-79.110,27.864,0.950,176,False
ribbon_only,30,2.500,5,candle,3.000,1.500,all,136.365,-53.560,104.415,62.407,-53.560,43.917,1.127,368,False
ribbon_only,30,2.500,5,candle,3.000,1.500,hot8,-9.190,12.020,47.735,16.855,-9.190,43.009,1.064,177,False
ribbon_only,30,2.500,5,candle,3.000,2.000,all,29.190,-5.890,155.030,59.443,-5.890,37.998,1.114,352,False
ribbon_only,30,2.500,5,candle,3.000,2.000,hot8,-75.970,60.400,52.220,12.217,-75.970,35.740,1.072,172,False
ribbon_only,30,2.500,5,candle,3.000,3.000,all,62.030,-29.180,97.920,43.590,-29.180,33.618,1.079,342,False
ribbon_only,30,2.500,5,candle,3.000,3.000,hot8,-100.580,51.610,38.170,-3.600,-100.580,29.122,1.005,166,False
ribbon_only,30,2.500,5,pullback,2.000,1.500,all,117.220,-41.470,126.255,67.335,-41.470,45.949,1.128,365,False
ribbon_only,30,2.500,5,pullback,2.000,1.500,hot8,12.125,31.515,37.025,26.888,12.125,42.902,1.120,178,True
ribbon_only,30,2.500,5,pullback,2.000,2.000,all,99.700,-23.960,164.420,80.053,-23.960,40.322,1.145,352,False
ribbon_only,30,2.500,5,pullback,2.000,2.000,hot8,25.210,74.880,-21.000,26.363,-21.000,36.908,1.163,175,False
ribbon_only,30,2.500,5,pullback,2.000,3.000,all,95.180,-70.950,94.030,39.420,-70.950,35.380,1.059,336,False
ribbon_only,30,2.500,5,pullback,2.000,3.000,hot8,-49.620,48.980,-86.900,-29.180,-86.900,28.728,0.943,167,False
ribbon_only,30,2.500,5,pullback,3.000,1.500,all,108.810,-30.815,213.100,97.032,-30.815,45.934,1.181,336,False
ribbon_only,30,2.500,5,pullback,3.000,1.500,hot8,-22.200,55.500,67.645,33.648,-22.200,43.019,1.150,170,False
ribbon_only,30,2.500,5,pullback,3.000,2.000,all,132.070,-47.120,138.000,74.317,-47.120,40.204,1.126,325,False
ribbon_only,30,2.500,5,pullback,3.000,2.000,hot8,-26.600,85.630,-1.590,19.147,-26.600,36.522,1.133,162,False
ribbon_only,30,2.500,5,pullback,3.000,3.000,all,140.330,-77.100,42.850,35.360,-77.100,36.336,1.047,319,False
ribbon_only,30,2.500,5,pullback,3.000,3.000,hot8,-66.620,84.820,-68.430,-16.743,-68.430,31.938,1.018,160,False
