ma_combo,pattern,rr,sl_buf,trades,win_rate,tp_rate,sl_rate,net_pts,avg_trade_pts,profit_factor,max_dd_pts,trades_per_day,p1_share,p2_share,mode,sl_method
ribbon_ema100,P1,5.000,3.000,232,30.603,12.931,68.534,789.010,3.401,1.365,294.110,2.314,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,5.000,3.000,232,30.603,12.931,68.534,789.010,3.401,1.365,294.110,2.314,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,5.000,3.000,242,28.099,11.983,70.661,714.270,2.952,1.315,308.560,2.414,100.000,0.000,m30_15,swing3m
ribbon_only,P1,5.000,3.000,247,27.935,11.741,69.636,655.540,2.654,1.282,301.170,2.464,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,4.000,3.000,233,31.760,14.163,66.953,627.890,2.695,1.299,305.010,2.324,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,4.000,3.000,233,31.760,14.163,66.953,627.890,2.695,1.299,305.010,2.324,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,1.500,2.000,277,44.765,41.155,54.513,627.810,2.266,1.293,273.195,2.763,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,1.500,2.000,277,44.765,41.155,54.513,627.810,2.266,1.293,273.195,2.763,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,both,5.000,3.000,262,29.771,12.595,68.702,612.390,2.337,1.227,414.080,2.613,67.939,32.061,m30_15,swing3m
ribbon_ema100,both,5.000,3.000,262,29.771,12.595,68.702,612.390,2.337,1.227,414.080,2.613,67.939,32.061,m30_15,swing3m
ribbon_ema100,both,1.500,2.000,317,43.849,41.009,55.205,556.815,1.757,1.210,311.360,3.162,70.978,29.022,m30_15,swing3m
ribbon_ema55_ema100,both,1.500,2.000,317,43.849,41.009,55.205,556.815,1.757,1.210,311.360,3.162,70.978,29.022,m30_15,swing3m
ribbon_ema100,P1,5.000,2.000,234,29.487,11.111,69.658,531.970,2.273,1.257,296.470,2.334,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,5.000,2.000,234,29.487,11.111,69.658,531.970,2.273,1.257,296.470,2.334,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,1.500,3.000,269,42.007,37.175,56.877,464.330,1.726,1.207,265.155,2.683,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,1.500,3.000,269,42.007,37.175,56.877,464.330,1.726,1.207,265.155,2.683,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,4.000,3.000,245,28.571,13.061,69.796,460.320,1.879,1.202,348.960,2.444,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,3.000,3.000,238,32.353,18.487,66.387,458.430,1.926,1.208,318.470,2.374,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,3.000,3.000,238,32.353,18.487,66.387,458.430,1.926,1.208,318.470,2.374,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P2,5.000,3.000,122,27.869,12.295,69.672,451.160,3.698,1.341,224.270,1.231,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,5.000,3.000,122,27.869,12.295,69.672,451.160,3.698,1.341,224.270,1.231,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P1,4.000,2.000,235,29.362,13.617,69.787,450.470,1.917,1.217,361.790,2.344,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,4.000,2.000,235,29.362,13.617,69.787,450.470,1.917,1.217,361.790,2.344,100.000,0.000,m30_15,swing3m
ribbon_only,P1,4.000,3.000,251,28.685,13.147,68.526,403.390,1.607,1.172,353.970,2.504,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,5.000,2.000,247,26.316,10.526,72.470,400.570,1.622,1.178,308.920,2.464,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,both,1.500,3.000,305,41.967,38.361,56.393,397.995,1.305,1.145,360.425,3.042,70.820,29.180,m30_15,swing3m
ribbon_ema100,both,1.500,3.000,305,41.967,38.361,56.393,397.995,1.305,1.145,360.425,3.042,70.820,29.180,m30_15,swing3m
ribbon_ema100,both,4.000,3.000,265,30.189,14.340,67.925,390.350,1.473,1.143,387.950,2.643,68.302,31.698,m30_15,swing3m
ribbon_ema55_ema100,both,4.000,3.000,265,30.189,14.340,67.925,390.350,1.473,1.143,387.950,2.643,68.302,31.698,m30_15,swing3m
ribbon_ema55_ema100,P1,3.000,2.000,243,30.453,18.107,68.724,347.780,1.431,1.157,372.310,2.424,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,3.000,2.000,243,30.453,18.107,68.724,347.780,1.431,1.157,372.310,2.424,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P2,5.000,2.000,126,26.190,13.492,72.222,347.710,2.760,1.254,290.440,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,5.000,2.000,126,26.190,13.492,72.222,347.710,2.760,1.254,290.440,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema55,P1,3.000,3.000,250,29.600,18.000,68.800,342.570,1.370,1.144,384.710,2.494,100.000,0.000,m30_15,swing3m
ribbon_only,P1,5.000,2.000,254,25.984,10.236,71.654,313.040,1.232,1.134,340.810,2.534,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,4.000,2.000,248,26.210,12.903,72.581,305.340,1.231,1.135,393.820,2.474,100.000,0.000,m30_15,swing3m
ribbon_only,P2,5.000,3.000,111,25.225,12.613,72.973,282.400,2.544,1.222,226.020,1.120,0.000,100.000,m30_15,swing3m
ribbon_ema55,P1,1.500,2.000,288,41.667,38.542,56.944,275.385,0.956,1.117,286.760,2.873,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,2.000,3.000,258,36.047,27.907,62.403,273.740,1.061,1.118,343.000,2.574,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,2.000,3.000,258,36.047,27.907,62.403,273.740,1.061,1.118,343.000,2.574,100.000,0.000,m30_15,swing3m
ribbon_ema55,P2,5.000,3.000,116,25.000,12.931,73.276,267.470,2.306,1.202,242.910,1.171,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,2.000,2.000,132,40.152,35.606,58.333,257.150,1.948,1.208,244.810,1.332,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,2.000,2.000,132,40.152,35.606,58.333,257.150,1.948,1.208,244.810,1.332,0.000,100.000,m30_15,swing3m
ribbon_only,P1,3.000,3.000,256,29.297,17.578,67.969,254.990,0.996,1.104,386.620,2.554,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,3.000,2.000,256,27.734,17.969,71.094,240.530,0.940,1.101,454.970,2.554,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P2,4.000,3.000,126,27.778,15.873,69.841,233.960,1.857,1.166,248.260,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,4.000,3.000,126,27.778,15.873,69.841,233.960,1.857,1.166,248.260,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P1,1.000,2.000,304,51.316,49.671,47.697,231.040,0.760,1.109,310.330,3.032,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,1.000,2.000,304,51.316,49.671,47.697,231.040,0.760,1.109,310.330,3.032,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,1.000,3.000,296,51.351,49.662,47.635,230.050,0.777,1.106,360.270,2.953,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,1.000,3.000,296,51.351,49.662,47.635,230.050,0.777,1.106,360.270,2.953,100.000,0.000,m30_15,swing3m
ribbon_ema100,both,5.000,2.000,272,27.941,10.662,71.324,220.600,0.811,1.080,470.840,2.713,68.382,31.618,m30_15,swing3m
ribbon_ema55_ema100,both,5.000,2.000,272,27.941,10.662,71.324,220.600,0.811,1.080,470.840,2.713,68.382,31.618,m30_15,swing3m
ribbon_only,P1,4.000,2.000,255,25.882,12.549,71.765,218.830,0.858,1.093,426.410,2.544,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P1,2.000,2.000,261,35.632,27.969,63.602,212.030,0.812,1.092,330.180,2.603,100.000,0.000,m30_15,swing3m
ribbon_ema100,P1,2.000,2.000,261,35.632,27.969,63.602,212.030,0.812,1.092,330.180,2.603,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,both,1.000,2.000,353,50.992,49.858,48.159,195.880,0.555,1.076,291.690,3.521,71.671,28.329,m30_15,swing3m
ribbon_ema100,both,1.000,2.000,353,50.992,49.858,48.159,195.880,0.555,1.076,291.690,3.521,71.671,28.329,m30_15,swing3m
ribbon_ema100,P2,2.000,3.000,130,38.462,33.077,59.231,194.360,1.495,1.150,286.560,1.312,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,2.000,3.000,130,38.462,33.077,59.231,194.360,1.495,1.150,286.560,1.312,0.000,100.000,m30_15,swing3m
ribbon_only,P2,5.000,2.000,115,23.478,13.913,74.783,193.450,1.682,1.148,318.020,1.161,0.000,100.000,m30_15,swing3m
ribbon_ema55,both,5.000,3.000,279,25.806,11.828,73.118,192.720,0.691,1.064,425.380,2.783,72.401,27.599,m30_15,swing3m
ribbon_ema55_ema100,both,4.000,2.000,272,27.941,13.603,70.956,191.880,0.705,1.071,462.030,2.713,68.382,31.618,m30_15,swing3m
ribbon_ema100,both,4.000,2.000,272,27.941,13.603,70.956,191.880,0.705,1.071,462.030,2.713,68.382,31.618,m30_15,swing3m
ribbon_only,P2,2.000,2.000,122,39.344,35.246,59.016,183.430,1.504,1.159,282.590,1.231,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,both,1.000,3.000,344,51.744,50.581,47.093,177.940,0.517,1.066,381.810,3.431,71.802,28.198,m30_15,swing3m
ribbon_ema100,both,1.000,3.000,344,51.744,50.581,47.093,177.940,0.517,1.066,381.810,3.431,71.802,28.198,m30_15,swing3m
ribbon_only,P1,1.500,2.000,293,40.614,37.543,57.338,177.920,0.607,1.073,344.180,2.923,100.000,0.000,m30_15,swing3m
ribbon_ema55,P2,5.000,2.000,120,23.333,14.167,75.000,177.520,1.479,1.131,299.430,1.211,0.000,100.000,m30_15,swing3m
ribbon_only,both,5.000,3.000,282,25.887,11.702,71.986,171.170,0.607,1.057,407.560,2.813,74.823,25.177,m30_15,swing3m
ribbon_ema55_ema100,P2,1.500,3.000,135,43.704,41.481,54.074,169.520,1.256,1.134,200.355,1.363,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,1.500,3.000,135,43.704,41.481,54.074,169.520,1.256,1.134,200.355,1.363,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,1.500,2.000,137,43.796,42.336,54.745,169.005,1.234,1.138,184.895,1.383,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,1.500,2.000,137,43.796,42.336,54.745,169.005,1.234,1.138,184.895,1.383,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,both,2.000,2.000,298,36.242,29.530,62.752,165.070,0.554,1.060,312.800,2.973,70.134,29.866,m30_15,swing3m
ribbon_ema100,both,2.000,2.000,298,36.242,29.530,62.752,165.070,0.554,1.060,312.800,2.973,70.134,29.866,m30_15,swing3m
ribbon_ema100,P2,3.000,3.000,126,31.746,21.429,65.873,150.540,1.195,1.111,271.890,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,3.000,3.000,126,31.746,21.429,65.873,150.540,1.195,1.111,271.890,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,both,3.000,3.000,268,31.716,18.657,66.418,148.560,0.554,1.054,390.500,2.673,69.030,30.970,m30_15,swing3m
ribbon_ema100,both,3.000,3.000,268,31.716,18.657,66.418,148.560,0.554,1.054,390.500,2.673,69.030,30.970,m30_15,swing3m
ribbon_ema55,P2,2.000,2.000,127,38.583,34.646,59.843,147.730,1.163,1.123,300.960,1.282,0.000,100.000,m30_15,swing3m
ribbon_only,P1,3.000,2.000,263,27.376,17.490,70.342,142.720,0.543,1.058,470.110,2.623,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,1.500,3.000,280,38.929,35.000,59.286,128.385,0.459,1.052,304.135,2.793,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P2,4.000,2.000,127,25.984,14.961,72.441,123.440,0.972,1.089,287.590,1.282,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,4.000,2.000,127,25.984,14.961,72.441,123.440,0.972,1.089,287.590,1.282,0.000,100.000,m30_15,swing3m
ribbon_only,P2,1.500,2.000,127,44.094,42.520,55.118,117.675,0.927,1.103,226.410,1.282,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,3.000,2.000,128,31.250,21.875,67.188,112.840,0.882,1.085,271.890,1.292,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,3.000,2.000,128,31.250,21.875,67.188,112.840,0.882,1.085,271.890,1.292,0.000,100.000,m30_15,swing3m
ribbon_only,P2,2.000,3.000,119,38.655,32.773,59.664,101.210,0.851,1.083,302.590,1.201,0.000,100.000,m30_15,swing3m
ribbon_only,P2,3.000,2.000,117,31.624,23.077,66.667,88.990,0.761,1.073,249.200,1.181,0.000,100.000,m30_15,swing3m
ribbon_only,P2,1.500,3.000,125,43.200,41.600,56.000,83.315,0.667,1.069,249.180,1.262,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,1.500,2.000,132,43.182,41.667,56.061,78.680,0.596,1.066,244.780,1.332,0.000,100.000,m30_15,swing3m
ribbon_only,P2,3.000,3.000,115,30.435,22.609,67.826,74.290,0.646,1.058,300.420,1.161,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,2.000,3.000,124,37.903,32.258,60.484,63.510,0.512,1.050,321.960,1.252,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,3.000,2.000,122,31.148,22.951,67.213,59.880,0.491,1.047,262.160,1.231,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,both,2.000,3.000,292,36.301,29.110,61.644,51.430,0.176,1.018,440.820,2.913,70.548,29.452,m30_15,swing3m
ribbon_ema100,both,2.000,3.000,292,36.301,29.110,61.644,51.430,0.176,1.018,440.820,2.913,70.548,29.452,m30_15,swing3m
ribbon_ema55,P1,1.000,2.000,314,48.726,47.452,50.000,50.180,0.160,1.022,294.240,3.132,100.000,0.000,m30_15,swing3m
ribbon_ema55,P2,3.000,3.000,120,30.000,22.500,68.333,44.180,0.368,1.033,319.790,1.211,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,1.500,3.000,130,42.308,40.769,56.923,41.820,0.322,1.033,268.550,1.312,0.000,100.000,m30_15,swing3m
ribbon_ema55,P1,2.000,3.000,269,33.829,26.766,64.312,39.000,0.145,1.015,443.790,2.683,100.000,0.000,m30_15,swing3m
ribbon_only,P1,1.500,3.000,284,38.028,34.155,59.507,38.650,0.136,1.015,375.610,2.833,100.000,0.000,m30_15,swing3m
ribbon_ema55,P1,1.000,3.000,306,48.366,47.059,50.327,28.530,0.093,1.012,370.540,3.052,100.000,0.000,m30_15,swing3m
ribbon_only,P1,1.000,2.000,319,47.962,46.708,50.470,22.270,0.070,1.010,294.240,3.182,100.000,0.000,m30_15,swing3m
ribbon_only,P2,4.000,3.000,115,24.348,15.652,73.913,13.350,0.116,1.010,293.180,1.161,0.000,100.000,m30_15,swing3m
ribbon_only,P1,1.000,3.000,310,47.742,46.452,50.645,9.850,0.032,1.004,366.970,3.092,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,both,3.000,2.000,279,29.749,17.921,69.176,7.640,0.027,1.003,492.590,2.783,69.176,30.824,m30_15,swing3m
ribbon_ema100,both,3.000,2.000,279,29.749,17.921,69.176,7.640,0.027,1.003,492.590,2.783,69.176,30.824,m30_15,swing3m
ribbon_ema55,both,1.500,2.000,333,40.841,38.438,58.258,4.885,0.015,1.002,497.930,3.322,74.474,25.526,m30_15,swing3m
ribbon_only,P1,2.000,3.000,275,33.091,26.182,64.364,-3.170,-0.012,0.999,471.500,2.743,100.000,0.000,m30_15,swing3m
ribbon_ema55_ema100,P2,1.000,2.000,139,51.079,51.079,48.201,-6.780,-0.049,0.994,219.050,1.403,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,1.000,2.000,139,51.079,51.079,48.201,-6.780,-0.049,0.994,219.050,1.403,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,4.000,3.000,120,24.167,15.833,74.167,-9.170,-0.076,0.994,298.550,1.211,0.000,100.000,m30_15,swing3m
ribbon_ema100,P2,1.000,3.000,137,51.095,51.095,48.175,-23.690,-0.173,0.980,257.770,1.383,0.000,100.000,m30_15,swing3m
ribbon_ema55_ema100,P2,1.000,3.000,137,51.095,51.095,48.175,-23.690,-0.173,0.980,257.770,1.383,0.000,100.000,m30_15,swing3m
ribbon_only,P2,4.000,2.000,116,23.276,14.655,75.000,-26.310,-0.227,0.980,319.840,1.171,0.000,100.000,m30_15,swing3m
ribbon_ema55,P1,2.000,2.000,272,33.456,26.838,65.441,-30.080,-0.111,0.988,413.420,2.713,100.000,0.000,m30_15,swing3m
ribbon_only,both,1.500,2.000,336,40.179,37.798,58.333,-47.860,-0.142,0.984,562.925,3.352,75.893,24.107,m30_15,swing3m
ribbon_ema55,P2,4.000,2.000,121,23.140,14.876,75.207,-48.830,-0.404,0.964,326.210,1.221,0.000,100.000,m30_15,swing3m
ribbon_only,P1,2.000,2.000,279,32.616,26.165,65.591,-80.480,-0.288,0.969,456.360,2.783,100.000,0.000,m30_15,swing3m
ribbon_ema55,both,4.000,3.000,282,25.887,13.121,72.695,-98.730,-0.350,0.967,531.630,2.813,73.050,26.950,m30_15,swing3m
ribbon_only,both,4.000,3.000,286,26.224,13.287,71.329,-117.860,-0.412,0.962,546.490,2.853,75.524,24.476,m30_15,swing3m
ribbon_only,P2,1.000,2.000,129,49.612,49.612,50.388,-124.030,-0.961,0.887,286.280,1.302,0.000,100.000,m30_15,swing3m
ribbon_only,P2,1.000,3.000,126,49.206,49.206,50.794,-139.310,-1.106,0.877,329.000,1.272,0.000,100.000,m30_15,swing3m
ribbon_ema55,P2,1.000,2.000,134,49.254,49.254,50.746,-142.860,-1.066,0.874,304.650,1.353,0.000,100.000,m30_15,swing3m
ribbon_only,both,1.000,2.000,369,47.696,46.883,51.220,-147.970,-0.401,0.948,386.910,3.681,75.881,24.119,m30_15,swing3m
ribbon_ema55,P2,1.000,3.000,131,48.855,48.855,51.145,-159.140,-1.215,0.865,348.370,1.322,0.000,100.000,m30_15,swing3m
ribbon_ema55,both,5.000,2.000,288,24.306,10.417,75.000,-161.370,-0.560,0.947,601.800,2.873,72.917,27.083,m30_15,swing3m
ribbon_ema55,both,2.000,2.000,315,33.651,28.571,65.397,-169.570,-0.538,0.944,451.290,3.142,73.333,26.667,m30_15,swing3m
ribbon_only,both,2.000,2.000,320,33.125,28.125,65.312,-175.560,-0.549,0.943,504.450,3.192,75.000,25.000,m30_15,swing3m
ribbon_ema55,both,1.000,2.000,366,47.814,46.995,51.366,-176.770,-0.483,0.937,365.430,3.651,74.590,25.410,m30_15,swing3m
ribbon_ema55,both,1.500,3.000,322,38.509,35.714,60.248,-185.140,-0.575,0.940,577.895,3.212,74.534,25.466,m30_15,swing3m
ribbon_only,both,1.000,3.000,359,47.911,47.075,50.696,-191.830,-0.534,0.935,527.350,3.581,76.602,23.398,m30_15,swing3m
ribbon_only,both,5.000,2.000,293,24.232,10.239,74.061,-206.350,-0.704,0.933,644.940,2.923,74.744,25.256,m30_15,swing3m
ribbon_ema55,both,4.000,2.000,288,24.306,12.847,74.653,-208.020,-0.722,0.930,636.130,2.873,72.569,27.431,m30_15,swing3m
ribbon_ema55,both,1.000,3.000,357,48.179,47.339,50.700,-214.090,-0.600,0.927,499.350,3.561,75.070,24.930,m30_15,swing3m
ribbon_only,both,1.500,3.000,324,37.963,35.185,60.185,-234.245,-0.723,0.925,650.980,3.232,76.235,23.765,m30_15,swing3m
ribbon_only,both,4.000,2.000,293,24.232,12.628,73.720,-251.360,-0.858,0.916,671.200,2.923,74.403,25.597,m30_15,swing3m
ribbon_ema55,both,3.000,3.000,287,27.875,17.422,70.732,-266.960,-0.930,0.913,601.660,2.863,73.171,26.829,m30_15,swing3m
ribbon_only,both,3.000,3.000,291,27.835,17.182,69.759,-316.120,-1.086,0.898,611.320,2.903,75.601,24.399,m30_15,swing3m
ribbon_ema55,both,3.000,2.000,296,27.027,17.230,71.959,-334.440,-1.130,0.890,688.260,2.953,72.973,27.027,m30_15,swing3m
ribbon_ema55,both,2.000,3.000,310,33.226,27.742,65.161,-353.180,-1.139,0.889,630.140,3.092,73.871,26.129,m30_15,swing3m
ribbon_only,both,2.000,3.000,314,32.803,27.389,64.968,-355.030,-1.131,0.890,681.360,3.132,75.796,24.204,m30_15,swing3m
ribbon_only,both,3.000,2.000,301,26.910,16.944,71.096,-388.460,-1.291,0.875,703.780,3.002,74.751,25.249,m30_15,swing3m
